seqTech	capDesign	sizeFrac	sampleRep	SIRVid	length	concentration	detectionStatus
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV614	489	0.25	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV615	813	0.25	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV616	561	4	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV617	306	1	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV618	219	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV701	2492	0.25	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV702	2277	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV703	2528	0.03125	partial
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV704	458	0.03125	absent
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV705	2492	1	end-to-end
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV706	979	1	absent
ONT	Pre	0+	2-4Cell-noSS500Rep1	SIRV708	919	1	absent
ONT	Pre	0+	2-4CellRep1	SIRV101	1591	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV102	1330	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV103	1393	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV105	700	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV106	1003	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV107	774	4	absent
ONT	Pre	0+	2-4CellRep1	SIRV109	494	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV201	2081	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV202	2001	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV203	716	0.5	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV204	770	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV205	553	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV206	454	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV301	2497	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV302	1837	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV303	2048	1	partial
ONT	Pre	0+	2-4CellRep1	SIRV304	1113	0.03125	absent
ONT	Pre	0+	2-4CellRep1	SIRV305	466	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV306	2403	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV307	809	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV308	509	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV309	826	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV310	619	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV311	191	4	absent
ONT	Pre	0+	2-4CellRep1	SIRV403	700	0.03125	absent
ONT	Pre	0+	2-4CellRep1	SIRV404	622	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV405	656	0.03125	absent
ONT	Pre	0+	2-4CellRep1	SIRV406	647	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV408	600	0.03125	absent
ONT	Pre	0+	2-4CellRep1	SIRV409	1597	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV410	980	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV501	1920	0.25	absent
ONT	Pre	0+	2-4CellRep1	SIRV502	2014	0.03125	absent
ONT	Pre	0+	2-4CellRep1	SIRV503	556	0.25	absent
ONT	Pre	0+	2-4CellRep1	SIRV504	2503	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV505	2059	1	absent
ONT	Pre	0+	2-4CellRep1	SIRV506	582	1	partial
ONT	Pre	0+	2-4CellRep1	SIRV507	563	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV508	2115	4	absent
ONT	Pre	0+	2-4CellRep1	SIRV509	915	0.25	absent
ONT	Pre	0+	2-4CellRep1	SIRV510	2504	0.03125	absent
ONT	Pre	0+	2-4CellRep1	SIRV511	576	0.03125	partial
ONT	Pre	0+	2-4CellRep1	SIRV512	259	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV601	1465	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV602	604	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV603	1999	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV604	1567	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV605	1118	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV606	575	0.25	absent
ONT	Pre	0+	2-4CellRep1	SIRV607	604	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV608	407	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV609	515	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV610	1193	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV611	484	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV612	1558	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV613	1341	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV614	489	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV615	813	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV616	561	4	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV617	306	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV618	219	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV701	2492	0.25	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV702	2277	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV703	2528	0.03125	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV704	458	0.03125	absent
ONT	Pre	0+	2-4CellRep1	SIRV705	2492	1	end-to-end
ONT	Pre	0+	2-4CellRep1	SIRV706	979	1	absent
ONT	Pre	0+	2-4CellRep1	SIRV708	919	1	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV101	1591	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV102	1330	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV103	1393	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV105	700	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV106	1003	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV107	774	4	partial
ONT	Pre	0+	2-4Cell-TSORep1	SIRV109	494	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV201	2081	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV202	2001	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV203	716	0.5	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV204	770	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV205	553	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV206	454	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV301	2497	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV302	1837	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV303	2048	1	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV304	1113	0.03125	partial
ONT	Pre	0+	2-4Cell-TSORep1	SIRV305	466	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV306	2403	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV307	809	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV308	509	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV309	826	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV310	619	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV311	191	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV403	700	0.03125	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV404	622	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV405	656	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV406	647	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV408	600	0.03125	partial
ONT	Pre	0+	2-4Cell-TSORep1	SIRV409	1597	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV410	980	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV501	1920	0.25	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV502	2014	0.03125	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV503	556	0.25	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV504	2503	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV505	2059	1	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV506	582	1	partial
ONT	Pre	0+	2-4Cell-TSORep1	SIRV507	563	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV508	2115	4	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV509	915	0.25	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV510	2504	0.03125	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV511	576	0.03125	partial
ONT	Pre	0+	2-4Cell-TSORep1	SIRV512	259	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV601	1465	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV602	604	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV603	1999	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV604	1567	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV605	1118	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV606	575	0.25	absent
ONT	Pre	0+	2-4Cell-TSORep1	SIRV607	604	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV608	407	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV609	515	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV610	1193	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV611	484	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV612	1558	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV613	1341	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV614	489	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV615	813	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV616	561	4	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV617	306	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV618	219	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV701	2492	0.25	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV702	2277	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV703	2528	0.03125	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV704	458	0.03125	partial
ONT	Pre	0+	2-4Cell-TSORep1	SIRV705	2492	1	end-to-end
ONT	Pre	0+	2-4Cell-TSORep1	SIRV706	979	1	partial
ONT	Pre	0+	2-4Cell-TSORep1	SIRV708	919	1	partial
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV101	1591	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV102	1330	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV103	1393	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV105	700	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV106	1003	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV107	774	4	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV109	494	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV201	2081	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV202	2001	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV203	716	0.5	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV204	770	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV205	553	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV206	454	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV301	2497	4	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV302	1837	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV303	2048	1	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV304	1113	0.03125	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV305	466	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV306	2403	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV307	809	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV308	509	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV309	826	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV310	619	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV311	191	4	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV403	700	0.03125	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV404	622	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV405	656	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV406	647	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV408	600	0.03125	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV409	1597	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV410	980	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV501	1920	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV502	2014	0.03125	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV503	556	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV504	2503	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV505	2059	1	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV506	582	1	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV507	563	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV508	2115	4	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV509	915	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV510	2504	0.03125	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV511	576	0.03125	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV512	259	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV601	1465	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV602	604	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV603	1999	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV604	1567	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV605	1118	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV606	575	0.25	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV607	604	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV608	407	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV609	515	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV610	1193	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV611	484	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV612	1558	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV613	1341	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV614	489	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV615	813	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV616	561	4	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV617	306	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV618	219	0.03125	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV701	2492	0.25	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV702	2277	0.03125	partial
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV703	2528	0.03125	partial
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV704	458	0.03125	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV705	2492	1	end-to-end
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV706	979	1	absent
ONT	Pre	0+	28hpf-noSS500Rep1	SIRV708	919	1	absent
ONT	Pre	0+	28hpfRep1	SIRV101	1591	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV102	1330	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV103	1393	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV105	700	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV106	1003	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV107	774	4	absent
ONT	Pre	0+	28hpfRep1	SIRV109	494	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV201	2081	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV202	2001	4	absent
ONT	Pre	0+	28hpfRep1	SIRV203	716	0.5	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV204	770	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV205	553	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV206	454	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV301	2497	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV302	1837	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV303	2048	1	absent
ONT	Pre	0+	28hpfRep1	SIRV304	1113	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV305	466	0.25	absent
ONT	Pre	0+	28hpfRep1	SIRV306	2403	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV307	809	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV308	509	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV309	826	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV310	619	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV311	191	4	absent
ONT	Pre	0+	28hpfRep1	SIRV403	700	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV404	622	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV405	656	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV406	647	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV408	600	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV409	1597	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV410	980	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV501	1920	0.25	absent
ONT	Pre	0+	28hpfRep1	SIRV502	2014	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV503	556	0.25	absent
ONT	Pre	0+	28hpfRep1	SIRV504	2503	0.25	absent
ONT	Pre	0+	28hpfRep1	SIRV505	2059	1	absent
ONT	Pre	0+	28hpfRep1	SIRV506	582	1	absent
ONT	Pre	0+	28hpfRep1	SIRV507	563	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV508	2115	4	absent
ONT	Pre	0+	28hpfRep1	SIRV509	915	0.25	absent
ONT	Pre	0+	28hpfRep1	SIRV510	2504	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV511	576	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV512	259	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV601	1465	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV602	604	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV603	1999	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV604	1567	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV605	1118	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV606	575	0.25	absent
ONT	Pre	0+	28hpfRep1	SIRV607	604	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV608	407	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV609	515	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV610	1193	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV611	484	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV612	1558	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV613	1341	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV614	489	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV615	813	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV616	561	4	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV617	306	1	absent
ONT	Pre	0+	28hpfRep1	SIRV618	219	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV701	2492	0.25	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV702	2277	0.03125	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV703	2528	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV704	458	0.03125	absent
ONT	Pre	0+	28hpfRep1	SIRV705	2492	1	end-to-end
ONT	Pre	0+	28hpfRep1	SIRV706	979	1	absent
ONT	Pre	0+	28hpfRep1	SIRV708	919	1	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV101	1591	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV102	1330	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV103	1393	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV105	700	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV106	1003	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV107	774	4	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV109	494	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV201	2081	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV202	2001	4	partial
ONT	Pre	0+	28hpf-TSORep1	SIRV203	716	0.5	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV204	770	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV205	553	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV206	454	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV301	2497	4	partial
ONT	Pre	0+	28hpf-TSORep1	SIRV302	1837	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV303	2048	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV304	1113	0.03125	partial
ONT	Pre	0+	28hpf-TSORep1	SIRV305	466	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV306	2403	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV307	809	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV308	509	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV309	826	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV310	619	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV311	191	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV403	700	0.03125	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV404	622	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV405	656	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV406	647	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV408	600	0.03125	partial
ONT	Pre	0+	28hpf-TSORep1	SIRV409	1597	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV410	980	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV501	1920	0.25	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV502	2014	0.03125	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV503	556	0.25	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV504	2503	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV505	2059	1	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV506	582	1	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV507	563	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV508	2115	4	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV509	915	0.25	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV510	2504	0.03125	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV511	576	0.03125	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV512	259	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV601	1465	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV602	604	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV603	1999	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV604	1567	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV605	1118	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV606	575	0.25	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV607	604	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV608	407	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV609	515	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV610	1193	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV611	484	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV612	1558	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV613	1341	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV614	489	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV615	813	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV616	561	4	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV617	306	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV618	219	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV701	2492	0.25	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV702	2277	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV703	2528	0.03125	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV704	458	0.03125	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV705	2492	1	end-to-end
ONT	Pre	0+	28hpf-TSORep1	SIRV706	979	1	absent
ONT	Pre	0+	28hpf-TSORep1	SIRV708	919	1	absent
ONT	Pre	0+	BrainRep1	SIRV101	1591	1	end-to-end
ONT	Pre	0+	BrainRep1	SIRV102	1330	0.25	end-to-end
ONT	Pre	0+	BrainRep1	SIRV103	1393	1	end-to-end
ONT	Pre	0+	BrainRep1	SIRV105	700	4	end-to-end
ONT	Pre	0+	BrainRep1	SIRV106	1003	1	end-to-end
